prot	BRAIN	BROWN_ADIPOSE_TISSUE	HEART	KIDNEY	LIVER	LUNG	PANCREAS	SPLEEN	WHOLE_ORGANISM	tcount	def
Q62419	446.0	8.83	1.86	2.73	0.239	14.7	23.2	25.9	72.9	9	ED
O35841	7.17	9.23	0.465	7.21	3.04	34.4	6.91	59.5	63.0	9	ED
Q8R574	240.0	7.05	22.7	78.4	0.675	145.0	36.5	48.8	71.3	9	ED
Q8R1F1	3.25	18.5	6.53	7.93	0.115	443.0	44.4	15.0	41.8	9	ED
Q8K1R7	0.499	2.01	3.08	0.112	0.203	10.4	0.077	12.7	10.7	9	ED
P97377-2	NA	0.396	NA	0.124	0.064	0.237	0.383	29.9	50.4	7	ED
Q99KW3-1	NA	2.38	0.47	NA	0.433	45.9	1.13	4.55	3.29	7	ED
Q07076	19.8	107.0	36.6	50.6	13.4	68.4	19.7	122.0	35.1	9	ED
Q9JJG0-3	0.655	1.88	56.4	NA	0.039	11.9	1.03	2.36	10.9	8	ED
Q9D5V5	18.6	18.4	15.3	14.5	1.58	56.6	3.58	44.2	3.62	9	ED
Q91WE1	2.91	0.256	0.26	NA	125.0	1.58	1.46	19.8	0.753	8	ED
Q8VC85	2.7	0.922	NA	1.06	0.064	0.67	0.908	NA	68.5	7	ED
Q91YS7	166.0	14.7	73.1	216.0	90.6	154.0	64.1	50.6	129.0	9	ED
Q925B0	NA	NA	0.171	NA	NA	4.41	4.01	1.8	80.7	5	ED
Q80WJ7	2.69	2.39	0.189	10.4	8.64	4.59	26.9	6.57	25.7	9	ED
P70195	250.0	68.8	48.2	142.0	772.0	138.0	151.0	127.0	829.0	9	ED
Q501J6	147.0	42.3	37.4	151.0	116.0	255.0	12.6	49.7	77.8	9	ED
Q62418-3	112.0	13.8	3.65	13.1	3.59	170.0	13.0	165.0	70.2	9	ED
Q9CQQ4	NA	NA	NA	NA	NA	NA	NA	NA	45.7	1	ED
Q9EP71	0.126	5.59	0.148	19.1	0.939	126.0	22.1	22.3	2.75	9	ED
Q8R2Y8	20.2	84.3	6.53	51.4	34.2	25.0	102.0	83.3	29.3	9	ED
O88428	0.62	29.3	12.4	576.0	304.0	52.1	2.61	12.1	14.6	9	ED
Q9CQW2	143.0	38.1	8.76	28.8	30.0	47.0	135.0	61.6	84.3	9	ED
Q4KML4	1.1	32.5	9.52	23.7	169.0	119.0	1.33	64.5	337.0	9	ED
Q91W39	175.0	NA	44.2	119.0	105.0	104.0	NA	0.875	24.2	7	ED
D3Z1Z8	7594.0	5.79	3.51	12.1	2.43	200.0	27.4	119.0	430.0	9	ED
P42128	0.314	3.88	0.059	NA	0.043	28.9	0.168	1.45	1.93	8	ED
Q62245	4.65	0.147	NA	0.604	0.016	0.514	2.23	0.703	11.4	8	ED
Q3UA06	NA	NA	NA	NA	NA	NA	NA	12.0	3.36	2	ED
Q8BJW6	2.22	17.3	0.274	3.24	32.0	15.2	80.0	26.1	109.0	9	ED
G3X9V0	9.38	113.0	16.8	63.5	142.0	158.0	24.8	257.0	91.2	9	ED
Q9CPT4	35.8	41.0	27.2	40.3	180.0	155.0	165.0	26.1	207.0	9	ED
Q80WS3	0.807	NA	NA	NA	2.38	NA	NA	0.528	66.2	4	ED
Q6A028	0.199	6.71	1.3	12.4	0.426	212.0	3.5	1690.0	41.3	9	ED
F6RPJ9	13.5	443.0	77.0	33.8	29.9	76.4	148.0	124.0	50.5	9	ED
Q9CX97	NA	NA	NA	NA	NA	NA	NA	0.321	26.3	2	ED
Q64520	54.0	45.6	8.59	30.4	1.71	79.5	55.4	51.8	81.7	9	ED
Q8VC91	0.439	4.34	0.182	0.146	0.225	3.54	0.862	10.2	4.18	9	ED
Q9DAM7	3.87	2.16	0.833	NA	0.042	0.893	170.0	1.93	61.6	8	ED
Q9EQG9-2	10.2	5.44	0.234	0.947	0.298	68.8	0.369	3.6	4.59	9	ED
Q04735-2	0.922	NA	NA	0.042	NA	NA	NA	NA	1.59	3	ED
B2RRE7	0.132	1.47	0.155	NA	NA	1.65	1.15	0.139	21.5	7	ED
Q99LL5	5.2	0.567	0.061	0.12	0.311	2.07	2.99	8.08	27.9	9	ED
D3YXZ3	20.4	5.48	2.03	2.39	0.013	28.9	2.03	40.2	11.4	9	ED
Q3TRL2	25.5	1.81	NA	NA	0.087	0.967	NA	3.79	20.0	6	ED
Q8C3I8	0.146	NA	NA	NA	NA	NA	5.92	9.93	0.698	4	ED
Q9DBG9	0.393	17.3	12.0	0.901	0.458	20.8	9.22	14.7	132.0	9	ED
J3QK48	82.6	195.0	155.0	534.0	408.0	190.0	63.2	71.9	254.0	9	ED
Q9JLB2	0.475	1.55	0.042	31.1	0.027	80.4	NA	NA	1.53	7	ED
A0A087WQN7	0.775	0.07	0.065	NA	0.004	0.733	18.6	9.62	3.6	8	ED
Q08288	NA	NA	NA	NA	20.1	NA	7.2	16.3	104.0	4	ED
O88271	15.4	4.05	16.1	NA	0.295	38.2	25.4	26.7	41.1	8	ED
Q6PDL0	208.0	25.2	49.9	37.4	21.0	258.0	67.5	24.2	33.4	9	ED
Q91VJ1	NA	NA	NA	NA	NA	NA	NA	NA	22.1	1	ED
Q58A65-2	41.7	70.3	33.5	32.5	1.27	159.0	89.4	25.6	11.6	9	ED
Q8CII2	0.155	2.14	0.158	0.395	0.325	2.0	11.8	9.98	79.6	9	ED
P59235	0.687	0.496	0.188	NA	0.072	1.7	NA	5.5	4.81	7	ED
A2AHC3	48.9	NA	NA	NA	NA	NA	NA	1.56	0.805	3	ED
A2AJI0	26.4	NA	43.3	NA	0.225	11.8	0.159	0.114	5.63	7	ED
P46718	0.146	NA	NA	NA	0.071	0.37	0.66	NA	1.22	5	ED
Q8R4U7	10.4	5.61	0.214	NA	0.111	7.19	0.05	0.98	5.24	8	ED
P70677	489.0	11.0	1.4	4.44	2.3	19.1	0.201	125.0	81.9	9	ED
E9QM77	2.49	26.2	1.65	0.074	0.938	6.05	10.0	1.31	12.9	9	ED
Q99KY4	11.1	22.7	0.244	0.319	0.387	8.96	2.84	13.8	11.9	9	ED
P46061	33.6	24.8	0.147	22.2	27.8	25.2	103.0	173.0	25.6	9	ED
O70378	3.41	25.6	2.68	38.5	14.0	54.4	55.4	8.0	42.8	9	ED
Q8CGB3	NA	2.91	0.094	0.407	0.24	4.24	0.407	0.339	0.234	8	ED
D3YXJ0	35.8	NA	NA	NA	NA	37.6	NA	NA	0.136	3	ED
Q8R1X6-2	1.85	8.71	1.0	NA	0.672	4.31	8.96	4.49	19.0	8	ED
Q9QYJ0	38.8	106.0	1986.0	67.6	45.5	155.0	170.0	228.0	156.0	9	ED
Q8BT07	NA	NA	NA	NA	NA	NA	NA	0.098	20.8	2	ED
Q9R0Y5	1876.0	565.0	2595.0	140.0	0.974	165.0	60.1	173.0	566.0	9	ED
Q8CHC4	534.0	5.2	17.2	0.185	0.112	15.8	1.41	7.8	13.9	9	ED
D3YWC2	45.8	NA	NA	19.8	40.2	25.9	0.635	NA	41.7	6	ED
Q8BYY4	0.717	NA	0.011	NA	0.083	0.436	0.638	0.527	39.5	7	ED
Q8K4Z3	49.1	107.0	57.3	107.0	27.4	175.0	373.0	54.1	143.0	9	ED
Q80SY5	0.235	0.602	0.014	NA	0.036	0.054	NA	2.03	3.34	7	ED
Q08024-2	0.18	NA	0.32	0.802	1.2	16.2	0.782	35.2	78.9	8	ED
Q9JLM8	160.0	NA	NA	NA	NA	NA	NA	2.53	6.86	3	ED
P47811	0.146	23.0	2.43	4.13	0.893	45.9	20.3	60.4	81.1	9	ED
E0CY18	2.73	NA	NA	NA	0.029	0.549	7.52	3.5	21.9	6	ED
Q04207-2	0.798	3.25	0.445	NA	0.531	54.7	2.99	26.6	1.31	8	ED
Q8R2U0-2	0.497	15.8	0.053	NA	0.437	6.29	4.23	9.89	2.89	8	ED
Q8BKI2	0.246	0.067	0.012	0.014	0.047	0.864	0.42	1.13	4.5	9	ED
Q8BNU0	410.0	1.36	NA	NA	NA	NA	0.492	12.1	3.61	5	ED
D3YYU8	0.025	NA	0.433	NA	NA	NA	0.093	NA	0.43	4	ED
Q8C845	3475.0	21.6	14.0	8.86	30.7	92.3	108.0	105.0	100.0	9	ED
Q9JKY5	45.1	21.2	3.41	28.3	22.7	124.0	58.9	47.7	1.67	9	ED
E9QN14	134.0	NA	0.008	NA	NA	0.089	NA	NA	4.78	4	ED
Q8K268	16.4	2.27	32.3	0.666	0.54	4.76	63.7	30.2	19.5	9	ED
Q9D8S3	0.304	2.1	0.274	0.931	0.246	7.56	667.0	5.91	0.992	9	ED
Q8BYK6-3	0.486	7.38	1.03	2.45	1.99	2.66	52.4	15.2	6.8	9	ED
D3Z726	NA	NA	NA	NA	NA	NA	NA	NA	0.76	1	ED
Q9Z0H8-2	171.0	9.52	27.2	4.83	0.081	85.3	12.3	4.68	7.08	9	ED
Q07813	16.2	9.92	7.5	89.1	19.1	71.3	25.2	102.0	316.0	9	ED
Q8R060	NA	NA	NA	NA	NA	NA	NA	0.559	1.01	2	ED
P62305	2.78	7.98	NA	10.9	188.0	3.66	10.9	6.57	101.0	8	ED
Q8BP00-2	0.4	NA	NA	NA	NA	NA	NA	NA	0.22	2	ED
S4R1E5	39.0	432.0	32.9	127.0	22.3	101.0	33.0	112.0	79.6	9	ED
Q9Z2L7-2	1.54	0.51	0.153	NA	8.21	51.7	NA	76.1	102.0	7	ED
Q9WTX2	125.0	6.36	15.7	59.4	73.3	113.0	8.99	4.55	28.6	9	ED
O08738	0.076	4.2	0.809	3.62	3.01	28.5	8.2	18.9	1.5	9	ED
Q9CWI3	0.233	6.6	0.54	0.682	0.709	1.86	39.0	15.0	2.16	9	ED
F8VPK0	3.86	16.3	3.66	35.1	2.0	26.3	304.0	37.3	0.684	9	ED
Q3UEB3-2	70.0	24.0	39.4	248.0	37.6	82.2	6.03	56.7	70.0	9	ED
P48774	249.0	145.0	99.4	457.0	6.8	114.0	140.0	126.0	57.0	9	ED
Q9R1Z8	0.323	2.39	0.69	27.7	0.23	256.0	9.65	1.27	1.21	9	ED
Q924H7	0.358	1.2	0.05	19.8	0.038	20.1	NA	5.92	5.93	8	ED
Q9EQ80	28.1	11.5	0.5	5.06	0.96	6.86	3.9	28.0	6.97	9	ED
Q9CY58-2	466.0	25.9	817.0	323.0	155.0	599.0	88.9	143.0	104.0	9	ED
E9PYG6	14.8	3.16	5.23	2.63	0.427	18.4	14.7	5.8	1.28	9	ED
E9PYF4	0.356	9.35	16.9	NA	0.98	399.0	0.576	9.37	3.22	8	ED
P81122	0.235	NA	NA	NA	NA	NA	NA	NA	0.408	2	ED
G3UYG6	0.084	1.35	0.019	0.179	0.405	4.18	31.7	13.2	20.4	9	ED
P35235	107.0	123.0	224.0	6.51	3.48	162.0	5.91	83.0	29.3	9	ED
Q8R3H9	1.37	0.538	NA	NA	NA	0.621	NA	11.1	64.5	5	ED
Q91YM2	60.0	1.06	1.04	NA	0.34	13.0	1.63	0.185	5.02	8	ED
Q9CYI4	29.1	2.39	0.192	30.0	24.7	3.82	1.69	8.95	24.8	9	ED
E9QAF9	0.489	53.8	0.106	0.846	NA	2.45	0.834	0.327	0.701	8	ED
Q62159	36.9	123.0	13.6	89.9	29.9	164.0	53.8	90.3	119.0	9	ED
P58871	34.3	26.1	11.9	68.2	1.19	323.0	86.9	8.86	4.42	9	ED
P62331	34.8	52.4	12.0	95.2	22.4	176.0	316.0	130.0	78.4	9	ED
E9Q9D5	0.308	NA	NA	NA	NA	0.871	NA	NA	1.04	3	ED
Q8K212	84.2	10.8	8.81	NA	0.009	38.8	16.1	12.9	11.4	8	ED
Q9JHJ0	12.3	35.3	15.0	265.0	11.6	245.0	109.0	164.0	93.3	9	ED
P42232	0.73	36.6	8.8	1.45	118.0	16.6	19.0	44.3	1.74	9	ED
E9PWC8	NA	0.383	0.029	NA	0.009	1.72	NA	6.11	32.0	6	ED
Q5SFM8	0.412	0.189	0.463	0.04	NA	0.536	0.855	0.852	25.1	8	ED
Q9Z1Y4	0.184	NA	NA	20.2	NA	110.0	NA	0.104	2.14	5	ED
Q80U93	20.7	1.05	0.175	0.029	12.2	50.6	12.0	20.6	26.8	9	ED
P97471	0.588	0.681	0.127	NA	0.063	2.34	0.436	3.38	2.18	8	ED
Q61235	0.18	9.15	0.523	0.852	0.091	45.9	NA	8.92	2.96	8	ED
O08539-2	530.0	38.9	1.16	41.1	0.636	50.6	37.8	126.0	31.7	9	ED
Q3TDT0	54.6	1.3	0.01	NA	0.06	61.9	0.1	0.715	3.07	8	ED
Q6NSQ7	NA	NA	NA	NA	NA	NA	3.73	0.169	34.4	3	ED
Q9WV98	32.7	80.6	28.1	43.3	7.61	3.68	140.0	5.1	45.0	9	ED
B2RQ57	2.25	NA	0.048	NA	NA	NA	1.63	NA	0.794	4	ED
Q9CRA5	0.31	9.32	0.891	2.39	2.15	13.0	36.9	11.2	58.4	9	ED
Q9CT10	1.68	6.14	5.38	0.647	0.349	7.47	22.2	54.9	115.0	9	ED
A2A5R2	36.5	49.6	9.12	107.0	4.81	65.4	125.0	55.2	14.5	9	ED
Q80TL7-2	6.14	3.43	1.59	11.9	0.302	17.1	31.1	8.83	6.72	9	ED
Q6PFR5	39.1	NA	NA	8.87	NA	13.0	1.57	0.396	30.8	6	ED
P31786	813.0	754.0	240.0	470.0	174.0	222.0	270.0	128.0	792.0	9	ED
Q5U3K5	19.7	4.06	0.059	0.08	0.131	4.17	57.0	5.11	14.9	9	ED
Q99LJ0	0.557	0.191	13.6	NA	NA	23.5	NA	0.544	1.59	6	ED
P08030	3.12	9.72	7.36	30.4	22.1	26.5	5.23	63.2	88.9	9	ED
Q8BSK8-2	0.561	0.988	NA	NA	0.007	0.481	1.49	0.334	0.547	7	ED
Q5NC05	0.025	NA	NA	NA	0.096	0.932	3.78	23.7	5.15	6	ED
Q8BW10	0.451	0.464	0.016	NA	NA	13.6	0.869	NA	10.0	6	ED
H7BX02	0.114	NA	NA	NA	NA	0.056	0.457	0.121	0.1	5	ED
Q8BZA9	8.96	7.73	7.54	0.831	0.154	2.18	1.04	1.96	119.0	9	ED
Q76N33	0.123	NA	NA	NA	0.006	0.53	2.62	13.7	1.09	6	ED
Q8BHJ5	0.43	0.326	0.069	0.767	0.026	20.0	0.44	3.57	19.8	9	ED
Q9JKV1	2.27	9.7	2.53	3.64	8.27	5.57	3.34	17.3	345.0	9	ED
Q91Z67	10.7	1.03	0.682	NA	0.093	11.3	0.19	3.89	14.6	8	ED
Q148V8	0.052	0.284	NA	NA	0.232	3.24	187.0	0.104	1.18	7	ED
P52623	20.6	13.9	0.029	1.29	0.295	6.29	0.165	5.54	1.31	9	ED
P62313	6.01	8.51	1.27	0.851	196.0	1.59	1.78	16.5	16.9	9	ED
Q80XJ3	0.012	NA	NA	NA	NA	0.384	NA	NA	0.054	3	ED
Q7TPE5	NA	NA	NA	NA	NA	NA	0.214	NA	62.5	2	ED
Q8C052	23.0	NA	0.797	6.66	0.006	57.0	4.82	4.14	23.7	8	ED
B9EI21	0.459	NA	NA	NA	NA	NA	0.735	NA	0.366	3	ED
D3YU12	877.0	0.317	1.66	0.82	1.48	1.64	8.51	63.6	6.97	9	ED
A2ABY3	20.1	62.4	22.7	10.2	424.0	12.6	8.11	16.2	31.1	9	ED
Q99M87-3	2.07	202.0	58.9	52.0	14.7	6.71	10.9	2.8	40.8	9	ED
Q9R0L6	0.075	0.164	1.12	NA	0.728	1.96	1.93	0.762	1.55	8	ED
O70318	65.0	322.0	12.5	5.93	2.65	580.0	11.2	221.0	54.9	9	ED
Q8R5L3-2	0.838	2.4	0.004	1.08	0.016	3.66	0.109	20.7	0.593	9	ED
Q8BU31	17.5	1.32	0.443	5.64	9.86	14.6	11.1	18.2	8.35	9	ED
P49443	78.7	32.6	64.2	93.0	126.0	136.0	14.9	20.0	57.3	9	ED
Q99MR1	0.95	NA	NA	NA	0.013	14.9	0.22	0.376	8.44	6	ED
K3W4R5	115.0	18.7	144.0	2.31	0.223	121.0	40.9	70.8	16.2	9	ED
Q64261	NA	3.38	0.119	0.436	0.36	28.9	16.6	15.6	4.98	8	ED
G3X920	1.16	0.296	0.467	0.362	0.087	3.69	0.267	5.56	14.0	9	ED
P70303	1.9	2.78	0.212	5.48	0.241	10.7	7.05	19.5	4.62	9	ED
Q91V41	331.0	232.0	151.0	458.0	258.0	684.0	129.0	265.0	137.0	9	ED
Q5SRX1-2	35.6	3.94	5.62	3.5	0.024	4.38	1.13	0.342	25.1	9	ED
Q62384	0.269	0.51	7.65	0.447	0.12	37.5	3.15	20.9	99.8	9	ED
Q8CDG3	55.8	1.55	0.344	1.89	0.793	22.2	6.49	30.8	11.1	9	ED
Q8BPM2-2	1.31	0.214	0.032	NA	0.059	4.07	0.389	1.79	7.8	8	ED
Q9QXE7	0.157	2.22	1.31	0.753	0.832	5.86	1.95	14.6	1.84	9	ED
P97393	26.6	0.444	1.3	4.34	0.136	9.41	0.979	0.264	0.812	9	ED
D3YWG1	2502.0	205.0	33.6	75.6	156.0	196.0	162.0	2377.0	379.0	9	ED
P35831	NA	0.402	0.124	NA	0.106	30.6	NA	3.0	13.8	6	ED
F8WHT3	0.579	NA	0.036	NA	NA	0.02	3.92	0.093	23.3	6	ED
Q3TIU4	0.87	5.9	0.019	2.27	0.295	2.87	35.0	16.1	1.83	9	ED
Q8VDN4	19.2	NA	0.054	NA	0.025	1.12	1.76	3.97	1.34	7	ED
Q69Z38	0.079	0.11	NA	NA	NA	3.26	NA	0.345	0.404	5	ED
Q924M7	16.1	8.51	59.0	50.1	0.876	19.3	108.0	23.7	10.2	9	ED
Q8BUN5	0.174	NA	NA	0.032	NA	0.03	NA	NA	3.42	4	ED
Q8VDD8	1.43	0.235	0.835	0.426	0.175	6.63	21.9	3.54	17.6	9	ED
Q80TE0	0.95	2.41	0.197	13.1	0.1	1.37	3.96	23.3	8.5	9	ED
A2AR02	0.309	NA	NA	NA	NA	0.534	NA	1.02	7.76	4	ED
Q91YD3	0.227	1.98	0.165	NA	0.076	1.41	15.1	6.21	14.9	8	ED
P59108	6.9	NA	NA	0.118	0.105	NA	NA	1.73	1.44	5	ED
Q69Z99	257.0	NA	44.1	237.0	56.3	136.0	NA	NA	16.4	6	ED
Q8K2D3	0.877	NA	NA	0.071	NA	NA	1.04	7.22	16.9	5	ED
Q8CE46	NA	NA	NA	NA	NA	NA	NA	2.48	0.412	2	ED
Q60631	897.0	65.6	72.2	24.1	20.2	196.0	13.5	372.0	215.0	9	ED
G3UYU0	NA	NA	NA	NA	NA	NA	NA	NA	0.356	1	ED
Q9QYR6	1237.0	16.6	13.8	NA	0.059	3.57	15.0	48.3	20.7	8	ED
A2RSY6	0.552	NA	NA	0.111	0.011	NA	1.28	4.57	9.76	6	ED
O35640	NA	NA	NA	NA	NA	6.8	NA	NA	19.6	2	ED
Q8QZY9	128.0	5.04	22.8	178.0	274.0	148.0	3.22	12.5	153.0	9	ED
D3Z7P3-2	118.0	9.36	14.5	136.0	1.07	32.0	13.1	84.2	48.9	9	ED
B9EJR8	NA	NA	0.196	1.28	NA	0.165	NA	3.67	0.29	5	ED
Q71LX4	638.0	583.0	146.0	898.0	175.0	259.0	177.0	16.8	16.4	9	ED
Q8BFY6	20.7	3.85	1.6	28.6	24.5	28.8	10.9	43.7	6.34	9	ED
Q80U87	6.0	2.87	0.315	NA	0.203	26.6	6.81	15.6	1.48	8	ED
Q62432-2	0.403	0.105	NA	0.167	0.001	0.281	0.044	0.481	17.9	8	ED
Q8R5J9	95.4	23.4	37.3	34.5	28.1	165.0	178.0	173.0	149.0	9	ED
Q8BWW3	10.7	2.39	1.26	67.9	10.1	60.2	17.2	11.5	36.0	9	ED
G5E8L2	25.8	NA	0.042	0.07	NA	NA	0.1	3.86	8.1	6	ED
A2AWA9	19.8	12.4	1.04	9.66	0.627	53.0	8.46	7.0	22.6	9	ED
Q9DCD5	NA	NA	NA	NA	NA	NA	NA	NA	0.673	1	ED
Q99PG2-2	4.29	10.6	5.67	NA	2.33	35.0	0.711	16.1	26.8	8	ED
Q5PSV9	NA	NA	NA	NA	NA	NA	0.078	0.345	11.6	3	ED
E0CX79	0.793	NA	0.075	4.62	0.041	1.4	3.06	1.0	2.42	8	ED
Q505D1	1.48	0.274	0.259	1.0	1.29	1.02	30.0	0.73	0.803	9	ED
Q9CYI0	0.767	0.325	NA	0.227	NA	0.101	1.89	0.395	0.594	7	ED
Q9CPW4	939.0	96.6	13.4	98.2	109.0	294.0	62.1	125.0	102.0	9	ED
Q8R2R3	NA	NA	NA	NA	NA	NA	NA	NA	63.9	1	ED
E9PYI8	66.4	209.0	23.1	12.9	5.06	62.8	34.8	180.0	136.0	9	ED
Q8R332-4	NA	0.835	0.233	NA	0.141	2.34	0.163	5.88	63.7	7	ED
Q9R078	0.291	14.1	8.19	3.82	61.4	38.8	14.8	25.6	33.9	9	ED
Q8BRB7-2	NA	NA	NA	NA	NA	NA	NA	NA	0.219	1	ED
Q9CWY6	NA	4.24	1.69	1.76	1.34	5.35	NA	0.031	54.1	7	ED
G3X9K3	27.0	21.4	5.78	89.2	1.81	24.5	131.0	60.7	6.81	9	ED
Q8K2F8	0.436	0.697	0.13	0.322	0.013	0.624	6.3	1.83	33.0	9	ED
O09012-2	1.5	17.0	NA	3.78	9.63	4.95	2.5	15.1	30.4	8	ED
P15116	11.7	6.32	28.6	0.414	13.3	4.28	NA	0.127	11.9	8	ED
Q62417	0.769	77.6	19.9	NA	1.8	32.8	2.02	11.2	7.28	8	ED
Q8CIB5	51.5	462.0	553.0	255.0	29.2	1483.0	10.9	172.0	52.9	9	ED
Q8BWM0	260.0	334.0	96.4	150.0	38.7	17.4	13.0	15.2	17.3	9	ED
Q8R2U4	1.43	NA	0.493	0.262	0.102	NA	0.417	1.16	17.1	7	ED
Q7TSG2	0.285	0.396	0.496	NA	0.013	15.5	5.53	16.3	25.2	8	ED
E9Q1P8	0.101	2.69	0.278	0.269	0.271	6.9	14.6	12.3	4.17	9	ED
P57722	38.8	8.34	4.52	18.7	4.57	15.1	17.2	19.4	43.3	9	ED
Q8VCH8	1.24	3.23	0.889	1.23	4.45	5.08	64.0	1.81	27.6	9	ED
Q91YR5	0.779	NA	NA	0.372	0.093	0.535	5.59	8.53	3.14	7	ED
D3YUC9	0.266	1.84	86.7	3.29	0.035	105.0	0.256	2.48	7.37	9	ED
Q6PHZ5	0.068	NA	NA	NA	NA	NA	0.21	NA	0.697	3	ED
Q8BUV3	106.0	63.0	1.81	13.6	63.4	15.8	18.3	19.1	7.02	9	ED
Q8VEL2	0.044	NA	NA	NA	NA	NA	NA	NA	0.289	2	ED
Q7TPV2-2	0.051	NA	NA	19.8	NA	NA	NA	NA	8.2	3	ED
Q99LF7	NA	NA	NA	NA	NA	NA	NA	NA	0.053	1	ED
Q6ZPE2	102.0	0.384	0.121	NA	0.007	0.023	18.7	4.21	1.6	8	ED
P84084	553.0	78.3	14.9	75.6	20.1	121.0	86.3	101.0	474.0	9	ED
E9Q8L9	0.102	NA	0.006	NA	0.008	2.62	0.271	1.16	19.6	7	ED
E9QKD1	9.87	NA	NA	NA	80.5	13.0	NA	NA	2.05	4	ED
Q8BMG7	38.1	26.5	11.2	18.2	0.534	50.8	47.7	69.2	5.0	9	ED
Q80VI1	0.111	1.52	0.05	NA	0.091	106.0	2.03	8.94	1.48	8	ED
Q68FH0-2	2.57	1.12	0.044	NA	0.491	0.54	0.088	NA	3.01	7	ED
Q8CI43	41.1	4.02	0.314	1.1	3.72	1.79	0.784	0.773	20.7	9	ED
Q8K3X4	11.2	1.18	0.174	0.2	0.072	67.8	NA	4.27	3.22	8	ED
Q8BKT7	0.164	2.35	0.01	NA	0.332	2.18	NA	NA	5.01	6	ED
Q9CQ10	1.45	5.96	2.28	11.7	0.429	15.7	23.9	5.56	6.73	9	ED
Q9CZ44	114.0	58.6	72.4	83.5	6.92	153.0	109.0	99.6	254.0	9	ED
Q6PAJ1	4.02	3.04	0.008	0.033	0.093	1.1	NA	0.299	1.17	8	ED
F7ACR9	232.0	137.0	80.7	664.0	32.3	2778.0	30.7	682.0	23.2	9	ED
Q9D4I9	11.7	NA	1.85	1.01	NA	2.81	NA	NA	50.9	5	ED
E9QL65	1.16	3.27	0.138	0.844	0.284	2.01	41.7	3.31	12.5	9	ED
Q3ULL6	0.243	NA	NA	NA	NA	NA	NA	NA	2.38	2	ED
Q91YD9	7.46	4.14	0.019	0.476	0.729	21.7	1.74	2.61	35.0	9	ED
P55258	8.42	23.5	3.37	24.4	9.69	25.4	20.2	38.1	47.3	9	ED
P97454	0.585	NA	NA	0.022	NA	19.5	NA	NA	1.81	4	ED
Q6NXJ0	0.213	0.091	NA	NA	NA	2.82	NA	NA	10.4	4	ED
Q6PD19	0.969	0.474	0.032	0.227	0.023	1.14	NA	1.19	0.299	8	ED
P17095-1	126.0	NA	55.1	214.0	77.1	108.0	4.57	NA	153.0	7	ED
Q8BU85	0.266	1.84	86.7	3.29	0.035	105.0	0.256	2.48	7.37	9	ED
O88952	13.1	63.3	15.1	14.6	2.16	81.4	36.1	29.6	34.3	9	ED
P22682	0.216	1.36	0.139	NA	0.053	6.53	NA	9.34	20.2	7	ED
Q5F2E8	1.05	0.471	2.53	NA	0.377	9.79	7.18	1.14	2.51	8	ED
Q78IK4	3.78	577.0	143.0	104.0	56.8	50.3	51.5	53.8	36.4	9	ED
P53996	20.0	19.1	4.9	17.3	7.46	63.0	59.9	73.1	287.0	9	ED
Q8BFQ4	15.6	13.4	0.528	2.67	8.85	42.2	11.2	30.7	68.0	9	ED
Q9D7E3	0.208	NA	NA	1.95	1.08	15.6	0.368	1.5	1.47	7	ED
Q91W67	1.29	1.06	NA	NA	0.037	0.326	5.98	5.71	115.0	7	ED
Q7TSC1	38.5	0.639	1.1	0.019	12.1	161.0	36.4	2.43	10.1	9	ED
Q7TMQ7	1.77	NA	NA	0.063	0.033	2.39	0.088	5.99	0.547	7	ED
Q61771	3.94	11.3	0.15	0.512	0.115	132.0	2.54	0.125	7.03	9	ED
A2A9K3	0.051	NA	NA	NA	NA	0.055	NA	NA	0.287	3	ED
Q6QI06	1.39	0.586	1.14	0.051	0.017	2.68	0.993	138.0	6.07	9	ED
Q3U2P1	6.23	6.91	3.2	23.8	63.7	18.8	118.0	4.59	30.2	9	ED
Q9JK38	0.938	27.4	0.73	36.5	1719.0	9.33	240.0	16.5	119.0	9	ED
Q8K0C1	0.102	0.535	NA	NA	NA	0.745	NA	0.059	0.375	5	ED
Q9DBB4	0.114	1.99	0.027	0.054	0.115	0.109	23.2	2.5	5.83	9	ED
Q9R060	2.49	NA	0.074	0.233	0.327	0.665	11.7	16.6	99.0	8	ED
P62915	0.44	NA	0.101	0.483	0.054	3.25	5.04	13.5	41.1	8	ED
Q8VEJ9	4.72	3.74	0.651	16.2	0.119	4.79	33.2	9.85	12.4	9	ED
Q91X43	NA	NA	NA	NA	NA	NA	NA	NA	0.137	1	ED
P97765	175.0	7.09	5.11	2.43	0.469	19.6	5.5	12.4	17.9	9	ED
H3BIX9	0.05	NA	NA	NA	NA	NA	0.037	1.49	0.783	4	ED
Q9Z255	4.05	NA	NA	NA	NA	2.3	0.587	NA	4.27	4	ED
Q80U56	7.29	0.541	2.02	NA	0.007	1.13	1.01	3.69	0.359	8	ED
Q5F258	48.0	3.82	0.808	0.081	0.06	28.4	0.325	2.73	18.6	9	ED
Q60823	1.78	147.0	2.7	NA	0.772	8.38	3.93	10.3	37.3	8	ED
P42227-2	1.19	9.84	47.4	2.88	22.8	147.0	21.5	74.3	12.8	9	ED
Q8JZM7	16.7	1.32	14.7	129.0	28.2	32.9	11.6	1.26	32.7	9	ED
Q791N7	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1	ED
